I200911 22:51:59.160553 331 util/log/sync_buffer.go:195 ⋮ [config] file created at: 2020/09/11 22:51:59
I200911 22:51:59.160563 331 util/log/sync_buffer.go:195 ⋮ [config] running on machine: ‹ip-10-12-21-195›
I200911 22:51:59.160569 331 util/log/sync_buffer.go:195 ⋮ [config] binary: CockroachDB CCL v20.2.0-alpha.1-3288-gc44b87fefb (x86_64-unknown-linux-gnu, built 2020/09/10 20:39:00, go1.13.14)
W200911 22:51:59.180402 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180414 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180431 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180443 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180453 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180465 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180476 359 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r7092/2:‹/Table/57/1/91{77/45…-83/81…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180904 376 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15174/1:‹/Table/56/1/99{12/2/…-23/8/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180940 376 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15174/1:‹/Table/56/1/99{12/2/…-23/8/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180958 376 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15174/1:‹/Table/56/1/99{12/2/…-23/8/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.180976 376 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15174/1:‹/Table/56/1/99{12/2/…-23/8/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181289 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181316 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181335 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181350 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181366 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181381 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181397 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.181413 385 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r18844/3:‹/Table/56/1/90{00-10/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194656 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194686 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194699 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194710 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194721 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194735 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194747 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194740 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194758 318 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16663/2:‹/Table/57/1/1069{0/97…-6/49…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194765 334 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r9047/2:‹/Table/57/1/11{397/7…-401/7…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194773 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194786 334 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r9047/2:‹/Table/57/1/11{397/7…-401/7…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194787 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194798 334 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r9047/2:‹/Table/57/1/11{397/7…-401/7…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194800 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194810 334 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r9047/2:‹/Table/57/1/11{397/7…-401/7…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194818 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194834 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194851 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.194867 396 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r16920/2:‹/Table/57/1/1189{0/64…-7/11…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195126 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
